surname,strength,surname_clean,surname_eng
वख्स,1,वख्स,Vakhs
वचन,1,वचन,Vachan
वछ,1,वछ,Vachh
वजीर,1,वजीर,Vazir
वजीव,1,वजीव,Vajiv
वजुल्हक,1,वजुल्हक,Vajulhak
वट,55,वट,Vat
वणवाल,1,वणवाल,Vanaval
वतस,1,वतस,Vatas
वत्स,2,वत्स,Vats
वत्सयायन,1,वत्सयायन,Vatsayayan
वदूद,3,वदूद,Wadud
वफ़ा,1,वफ़ा,Vafa
वरइ,2,वरइ,Varai
वरई,13,वरई,Varai
वरकात,5,वरकात,Varkaat
वरणवाल,1,वरणवाल,Varanaval
वरमा,7,वरमा,Varama
वरसी,1,वरसी,Varasi
वरेठैथ,1,वरेठैथ,Varethaith
वरैय,8,वरैय,Varaiya
वरैया,1,वरैया,Varaiya
वर्णमाल,1,वर्णमाल,Varnamal
वर्णवाल,32,वर्णवाल,Varnaval
वर्णावाल,1,वर्णावाल,Varnaval
वर्मा,469,वर्मा,Varma
वर्मा.,5,वर्मा,Varma
वर्मृ,1,वर्मृ,Varmri
वर॑य,1,वर॑य,Varanay
वलल्‍्स,1,वलल््स,Valals
वलाल,1,वलाल,Valal
वली,3,वली,Vali
वशर,4,वशर,Vashar
वशिष्ट,2,वशिष्ट,Vasishta
वशी,1,वशी,Vashi
वशीर,1,वशीर,Vashir
वसारत,2,वसारत,Vasarat
वसी,2,वसी,Vasi
वसीम,15,वसीम,Vasim
वसीमसिद्धकी,1,वसीमसिद्धकी,Vasimasiddhaki
वसीर,9,वसीर,Vasir
वहाब,2,वहाब,Wahab
वहाव,3,वहाव,Vahav
वहावे,1,वहावे,Vahave
वहीद,4,वहीद,Wahid
वाणी,1,वाणी,Vani
वादिक,1,वादिक,Vadik
वारसा,1,वारसा,Varsa
वारसि,1,वारसि,Varsi
वारसी,6,वारसी,Varsi
वारिक,12,वारिक,Varik
वारिके,1,वारिके,Varike
वारिस,4,वारिस,Varis
वारी,7,वारी,Vari
वारीक,13,वारीक,Varik
वारीश,2,वारीश,Varish
वारेसी,1,वारेसी,Varesi
वार्नवाल,2,वार्नवाल,Varnaval
वाली,1,वाली,Vali
वासरी,1,वासरी,Vasri
वासिम,5,वासिम,Vasim
वासीम,1,वासीम,Vasim
वासुदेव,2,वासुदेव,Vasudeva
वासूदेव,1,वासूदेव,Vasudev
वाहव,1,वाहव,Vahav
वाहिद,13,वाहिद,Wahid
वाहीद,8,वाहीद,Wahid
वि,1,वि,We
विकाश,1,विकाश,Vikash
विको,1,विको,Vico
विक्रम,3,विक्रम,Vikram
विक्रमा,1,विक्रमा,Vikrama
विघार्थी,1,विघार्थी,Vigharthi
विजय,2,विजय,Vijay
विजेता,2,विजेता,Vijeta
विदयार्थी,1,विदयार्थी,Vidayarthi
विदास,1,विदास,Vidas
विद्याब्रत,1,विद्याब्रत,Vidyabrata
विद्यार्थ,2,विद्यार्थ,Vidyarth
विद्यार्थि,2,विद्यार्थि,Vidyarthi
विद्यार्थी,11,विद्यार्थी,Vidyarthi
विद्यार्दी,1,विद्यार्दी,Vidyardi
विधर्थी,1,विधर्थी,Vidharthi
विधा,1,विधा,Vidha
विधातॉई,1,विधातॉई,Vidhatoi
विधारती,1,विधारती,Vidharati
विधारर्थि,1,विधारर्थि,Vidhararthi
विधार्थी,6,विधार्थी,Vidharthi
विनस,1,विनस,Vinas
विनोद,1,विनोद,Vinodh
विपिन,1,विपिन,Vipin
विपीन,3,विपीन,Vipin
विभु,1,विभु,Vibhu
विमल,2,विमल,Vimal
वियोगी,5,वियोगी,Viyogi
विरहोर,9,विरहोर,Virhor
विरहोरीन,1,विरहोरीन,Virhorin
विरहौर,4,विरहौर,Virhour
विरहौरीन,1,विरहौरीन,Virhourin
विवेक,1,विवेक,Vivek
विशकर्मा,32,विशकर्मा,Vishkarma
विशक्कर्मा,6,विशक्कर्मा,Vishakkarma
विशर्कमा,1,विशर्कमा,Visharkama
विशवकर्म,1,विशवकर्म,Vishavkarm
विशवकर्मा,33,विशवकर्मा,Vishavakarma
विशव्कर्मा,1,विशव्कर्मा,Vishavkarma
विश्कर्मा,19,विश्कर्मा,Vishkarma
विश्क्रम,1,विश्क्रम,Vishkram
विश्क्रमा,3,विश्क्रमा,Vishkrama
विश्व,2,विश्व,Vishva
विश्वकमा,1,विश्वकमा,Vishwakama
विश्वकमार,1,विश्वकमार,Vishwakamar
विश्वकरमा,1,विश्वकरमा,Vishvakarama
विश्वकर्म,2,विश्वकर्म,Vishvakarma
विश्वकर्मा,822,विश्वकर्मा,Vishvakarma
विश्वकामा,1,विश्वकामा,Vishvakama
विश्वकार्म,1,विश्वकार्म,Vishvakarma
विश्वक्रमा,1,विश्वक्रमा,Vishvakrama
विश्वरकर्मा,1,विश्वरकर्मा,Vishvarakarma
विश्वर्कमा,2,विश्वर्कमा,Vishwarkama
विश्वर्मा,1,विश्वर्मा,Vishwarma
विश्वाकर्मा,24,विश्वाकर्मा,Vishvakarma
विश्वूएगकर्मा,1,विश्वूएगकर्मा,Vishvooegakarma
विश्वूएाकर्मा,2,विश्वूएाकर्मा,Vishvooekarma
विश्वूदाकर्मा,3,विश्वूदाकर्मा,Vishvoodakarma
विश्वृएाकर्मा,1,विश्वृएाकर्मा,Vishvriekarma
विश्वृछाकर्मा,4,विश्वृछाकर्मा,Vishvrichakarma
विश्वृदाकर्मा,1,विश्वृदाकर्मा,Vishvridakarma
विश्वृफाकर्मा,2,विश्वृफाकर्मा,Vishvriphakarma
विश्व्‌/,1,विश्व्,Vishw
विश्व्‌0,1,विश्व्,Vishw
विश्व्‌कर्मा,1,विश्व्कर्मा,Vishvkarma
विश्व्‌जकर्मा,1,विश्व्जकर्मा,Vishvjakarma
विश्व्‌ाकर्मा,3,विश्व्ाकर्मा,Vishvkarma
विश्व्‌८,1,विश्व्,Vishw
विस्कर्मा,11,विस्कर्मा,Viskarma
विस्क्रमा,1,विस्क्रमा,Viskrama
विस्वकर्मा,5,विस्वकर्मा,Viswakarma
विस्व्कर्मा,2,विस्व्कर्मा,Viswkarma
विहरी,1,विहरी,Vihari
विहारी,7,विहारी,Vihari
वीमल,1,वीमल,Vimal
वीर,7,वीर,Veer
वुरिया,1,वुरिया,Vuria
वृत्र,1,वृत्र,Vritra
वेगम,1,वेगम,Vegam
वेलाल,1,वेलाल,Velal
वेसर,2,वेसर,Vesar
वेसरा,2,वेसरा,Vesra
वैभव,1,वैभव,Vaibhav
वैलदार,1,वैलदार,Vailadar
वैलाल,1,वैलाल,Vailal
वैसरा,2,वैसरा,Vaisara
वौर,1,वौर,Vaur
व्ट्,1,व्ट्,Vt
शंकर,69,शंकर,Shankar
शकर,1,शकर,Shakar
शकिब,1,शकिब,Shaqib
शकिल,1,शकिल,Shakil
शकीब,1,शकीब,Shakib
शकीर,1,शकीर,Shakir
शकील,32,शकील,Shakeel
शकीला,1,शकीला,Shakila
शकुर,32,शकुर,Shakur
शकूर,9,शकूर,Shakoor
शक्ति,1,शक्ति,Shakti
शक्रील,1,शक्रील,Shakreel
शगीर,1,शगीर,Shageer
शदीक,1,शदीक,Shadik
शदूद,1,शदूद,Shadood
शप58,1,शप,Shapa
शफ़ीक्र,4,शफ़ीक्र,Shafikr
शफी,1,शफी,Shafi
शफीउद्वीन,1,शफीउद्वीन,Shafiudvin
शफीउल्‍्लाह,1,शफीउल््लाह,Shafiullah
शफीक,20,शफीक,Shafiq
शफीर,1,शफीर,Shafir
शबुदीन,1,शबुदीन,Shabudeen
शब्बीर,2,शब्बीर,Shabbir
शब्वीर,7,शब्वीर,Shabvir
शम,1,शम,Shama
शमद,7,शमद,Shamad
शमर,1,शमर,Shamar
शमशाद,22,शमशाद,Shamshad
शमशुउद्दीन,1,शमशुउद्दीन,Shamshuuddin
शमशुद्दीन,1,शमशुद्दीन,Shamshuddin
शमशेर,4,शमशेर,Shamsher
शमशैर,16,शमशैर,Shamsher
शमसाद,3,शमसाद,Shamsad
शमसुदीन,2,शमसुदीन,Shamsudin
शमसुदुदीन,1,शमसुदुदीन,Shamsududin
शमसुदृदीन,1,शमसुदृदीन,Shamsudridin
शमसुद्दीन,5,शमसुद्दीन,Shamsuddin
शमसुद्धीन,1,शमसुद्धीन,Shamsuddhin
शमसुद्रीन,1,शमसुद्रीन,Shamsudrin
शमसुल्हक,1,शमसुल्हक,Shamsulhak
शमसेर,5,शमसेर,Shamser
शमा,4,शमा,Shama
शमिद,3,शमिद,Shamid
शमिम,2,शमिम,Shamim
शमी,2,शमी,Shami
शमीम,85,शमीम,Shamim
शमीय,1,शमीय,Shamiy
शमील,1,शमील,Shamiel
शमौ,1,शमौ,Shamou
शम्मु,1,शम्मु,Shammu
शम्स,1,शम्स,Shams
शम्सुद्दीन,2,शम्सुद्दीन,Shamsuddin
शम्सुद्धीन,1,शम्सुद्धीन,Shamsuddhin
शरण,27,शरण,Sharan
शरणसिंह,1,शरणसिंह,Sharanasingh
शरन,6,शरन,Sharan
शरफाराज,1,शरफाराज,Sharfaraj
शरफुदुदीन,1,शरफुदुदीन,Sharafududin
शरफुदृदीन,1,शरफुदृदीन,Sharafudridin
शरमा,4,शरमा,Sharma
शराफराज,1,शराफराज,Sharafraj
शराम,1,शराम,Sharam
शरिफ,1,शरिफ,Sharif
शरीफ,5,शरीफ,Sharif
शर्की,1,शर्की,Sharky
शर्फउदीन,2,शर्फउदीन,Sharfudin
शर्म,8,शर्म,Sharm
शर्मना,1,शर्मना,Sharmana
शर्मा,4171,शर्मा,Sharma
शर्मा',1,शर्मा,Sharma
शर्माउ,2,शर्माउ,Sharmau
शर्म्मा,1,शर्म्मा,Sharmma
शर्म्रा,1,शर्म्रा,Sharmra
शलाउदीन,2,शलाउदीन,Shalaudin
शलीम,5,शलीम,Shalim
शवज,1,शवज,Shavaz
शवाहा,1,शवाहा,Shavaha
शवीर,1,शवीर,Shavir
शशि,2,शशि,Shashi
शशी,3,शशी,Shashi
शसीम,1,शसीम,Shasim
शह,6,शह,Shaha
शहंशाह,2,शहंशाह,Shahenshah
शहजद,2,शहजद,Shahzad
शहजाद,10,शहजाद,Shahzad
शहजादा,1,शहजादा,Shahzada
शहनबाज,2,शहनबाज,Shahnabaz
शहनवाज,11,शहनवाज,Shahnawaj
शहनाज,1,शहनाज,Shahnaz
शहब,1,शहब,Shahab
शहादत,7,शहादत,Shahadat
शहाब,6,शहाब,Shahab
शहाबउदीन,2,शहाबउदीन,Shahabudin
शहाबुदीन,6,शहाबुदीन,Shahabudin
शहाबुद्दीन,3,शहाबुद्दीन,Shahabuddin
शहाव,2,शहाव,Shahav
शहिद,3,शहिद,Shahid
शहीद,6,शहीद,Shaheed
शहु,1,शहु,Shahu
शाकिब,1,शाकिब,Shakib
शाकुल,1,शाकुल,Shakul
शाठि,1,शाठि,Shathi
शाद,1,शाद,Shaad
शादव,1,शादव,Shadav
शादाब,1,शादाब,Shadab
शादिक,1,शादिक,Shadiq
शादूल,1,शादूल,Shadul
शान,1,शान,Shan
शाबक्स,1,शाबक्स,Shabaks
शाबिर,4,शाबिर,Shabir
शाबीर,1,शाबीर,Shabir
शाम,2,शाम,Sham
शामदा,1,शामदा,Shamda
शामिल,1,शामिल,Shamil
शामील,1,शामील,Shamil
शारफुद्दीन,1,शारफुद्दीन,Sharafuddin
शार्दुल,4,शार्दुल,Shardul
शार्दूल,3,शार्दूल,Shardool
शार्मा,2,शार्मा,Sharma
शालिम,1,शालिम,Shalim
शाव,35,शाव,Shav
शाविर,1,शाविर,Shavir
शावीर,2,शावीर,Shavir
शास्त्री,13,शास्त्री,Shastri
शाह,851,शाह,Shah
शाह.,22,शाह,Shah
शाहजहा,1,शाहजहा,Shahajaha
शाहजहाँ,2,शाहजहाँ,Shahjahan
शाहजहां,1,शाहजहां,Shahjahan
शाहनबाज,1,शाहनबाज,Shahnabaz
शाहनवाज,4,शाहनवाज,Shahnawaj
शाहनवाज़,5,शाहनवाज़,Shahnawaz
शाहनाज,1,शाहनाज,Shahnaz
शाहन्साह,1,शाहन्साह,Shahansah
शाहब,1,शाहब,Shahab
शाहबाज,1,शाहबाज,Shahbaz
शाहाब,1,शाहाब,Shahab
शाहि,1,शाहि,Shahi
शाहिद,18,शाहिद,Shahid
शाहिल,2,शाहिल,Shahil
शाही,26,शाही,Shahi
शाहीद,14,शाहीद,Shaheed
शाहृबूद,1,शाहृबूद,Shahribood
शा्दुल,1,शा्दुल,Shadul
शिंग,1,शिंग,Shing
शिराज,1,शिराज,Shiraz
शिवकर्मा,1,शिवकर्मा,Sivakarma
शिवनाथ,1,शिवनाथ,Shivnath
शुकर,5,शुकर,Shukar
शुभम,2,शुभम,Shubham
शुभान,3,शुभान,Shubhan
शेख,38,शेख,Sheikh
शेखर,5,शेखर,Shekhar
शैकुल,3,शैकुल,Shaikul
शैख,2,शैख,Shaikh
शैख़,1,शैख़,Shaikh
शैखावत,1,शैखावत,Shaikhavat
शैमा,1,शैमा,Shaima
शैरव,1,शैरव,Shairav
शैस,2,शैस,Shais
शॉ,2,शॉ,Shaw
शॉ.,3,शॉ,Shaw
शोएब,3,शोएब,Shoeb
शोहिद,2,शोहिद,Shohid
शोहेल,2,शोहेल,Shohel
शौकत,21,शौकत,Shaukat
श्फि,1,श्फि,Shfi
श्मार्‌,1,श्मार्,Shmar
श्रम,1,श्रम,Shram
श्रा,1,श्रा,Shra
श्राआ,1,श्राआ,Shraa
श्रावण,1,श्रावण,Shravan
श्विकर्मा,1,श्विकर्मा,Shvikarma
श्व्जिफरोश,1,श्व्जिफरोश,Shvjifrosh
स.,2,स,S
संकूर,1,संकूर,Sankoor
संगम,1,संगम,Sangam
संगिर,1,संगिर,Sangir
संजय,1,संजय,Sanjay
संजर,4,संजर,Sanjar
संजार,1,संजार,Sanjar
संतार,1,संतार,Santar
संतोष,1,संतोष,Santhosh
संयोगी,2,संयोगी,Sanyogi
संसुद्दीन,1,संसुद्दीन,Samsuddin
सइद,1,सइद,Sayd
सईद,12,सईद,Sayed
सईदी,1,सईदी,Saidi
सउद,3,सउद,Saud
सकसेना,2,सकसेना,Saksena
सकसैना,1,सकसैना,Sakasaina
सकिन्द्र,1,सकिन्द्र,Sakindra
सकिर,1,सकिर,Sakir
सकिल,3,सकिल,Sakil
सकीं,1,सकीं,Sakin
सकीक,2,सकीक,Sakik
सकीब,1,सकीब,Sakeeb
सकीम,2,सकीम,Sakeem
सकीर,3,सकीर,Sakir
सकील,7,सकील,Sakeel
सकुर,30,सकुर,Sakur
सकुल,1,सकुल,Sakul
सकुव,1,सकुव,Sakuv
सकूर,3,सकूर,Sakoor
सकेल,1,सकेल,Sakel
सक्सेना,6,सक्सेना,Saxena
सगी,1,सगी,Sagi
सगीर,38,सगीर,Sagir
सज,1,सज,Saj
सजल,1,सजल,Sajal
सजवार,1,सजवार,Sajwar
सजाद,1,सजाद,Sajad
सजित,1,सजित,Sajit
सजिद,1,सजिद,Sajid
सजीद,1,सजीद,Sajeed
सज्जन,1,सज्जन,Sajjan
सज्जाद,11,सज्जाद,Sajjad
सज्जादसाह,1,सज्जादसाह,Sajjadasah
सज्जिफिरोज,1,सज्जिफिरोज,Sajjiphiroj
सत,1,सत,Sat
सतर,1,सतर,Satar
सतार,104,सतार,Satar
सतारि,1,सतारि,Satari
सतार्र,1,सतार्र,Satarr
सत्तर,4,सत्तर,Sattar
सत्तार,32,सत्तार,Sattar
सत्यम,1,सत्यम,Satyam
सत्यार्थी,2,सत्यार्थी,Satyarthi
सददाम,1,सददाम,Saddam
सदरुदीन,1,सदरुदीन,Sadrudin
सदरूउदीन,1,सदरूउदीन,Sadruudin
सदानंद,1,सदानंद,Sadanand
सदान॑,1,सदान॑,Sadanan
सदीक,23,सदीक,Sadik
सदीकी,1,सदीकी,Sadiki
सदैदेव,1,सदैदेव,Sadaidev
सद्दाम,4,सद्दाम,Saddam
सद्दीक,2,सद्दीक,Saddeek
सद्धाम,3,सद्धाम,Saddham
सनजर,1,सनजर,Sanajar
सनफराज,1,सनफराज,Sanfaraj
सनाउदीन,1,सनाउदीन,Sanaudeen
सनाउल्ला,1,सनाउल्ला,Sanaulla
सनाउल्लाह,2,सनाउल्लाह,Sanaullah
सनाउल्‍्लाह,5,सनाउल््लाह,Sanaullah
सनियासी,1,सनियासी,Saniyasi
सनोलारा,1,सनोलारा,Sanolara
सनौवर,2,सनौवर,Sanauvar
सन्‍नार,1,सन्नार,Sannar
सपेरा,11,सपेरा,Sapera
सपैरा,2,सपैरा,Sapeira
सफर,4,सफर,Safar
सफरूद्विन,2,सफरूद्विन,Safarudvin
सफा,2,सफा,Safa
सफिक,9,सफिक,Safik
सफिद,1,सफिद,Safid
सफी,3,सफी,Safi
सफीउद्दीन,1,सफीउद्दीन,Safiuddin
सफीउद्वीन,1,सफीउद्वीन,Safiudvin
सफीउल्लाह,2,सफीउल्लाह,Safiullah
सफीउल्‍्लाह,1,सफीउल््लाह,Safiullah
सफीक,18,सफीक,Safik
सफीम,2,सफीम,Sapheem
सफेरा,4,सफेरा,Safera
सफैदा,1,सफैदा,Safaida
सब,10,सब,Sab
सबजिफरोस,2,सबजिफरोस,Sabazifaros
सबदानी,1,सबदानी,Sabdani
सबाकरीम,1,सबाकरीम,Sabakarim
सबिजफरोस,1,सबिजफरोस,Sabijfaros
सबिर,1,सबिर,Sabir
सबीर,17,सबीर,Sabir
सबुर,1,सबुर,Sabur
सब्जिफरोस,3,सब्जिफरोस,Sabjifaros
सब्जिफिरोस,1,सब्जिफिरोस,Sabjifiros
सब्जिफ्रोस,1,सब्जिफ्रोस,Sabjifros
सब्जी,1,सब्जी,Sabji
सब्जीफरोश,2,सब्जीफरोश,Sabjifarosh
सब्जीफरोस,6,सब्जीफरोस,Sabjifaros
सब्जीफरौस,1,सब्जीफरौस,Sabjifarous
सब्ज्जिफिरोस,3,सब्ज्जिफिरोस,Sabjajiphiros
सब्बानी,1,सब्बानी,Sabbani
सब्बार,4,सब्बार,Sabbar
सब्बीर,2,सब्बीर,Sabbir
सब्ब्जिफारिम,1,सब्ब्जिफारिम,Sabbjifarim
समद,21,समद,Samad
समदान,1,समदान,Samdan
समदानी,3,समदानी,Samdani
समशाद,2,समशाद,Samshad
समशुउदीन,1,समशुउदीन,Samshuudin
समशुदीन,3,समशुदीन,Samshudin
समशुद्दीन,1,समशुद्दीन,Samshuddin
समशेर,1,समशेर,Samsher
समशैर,1,समशैर,Samshair
समशैेर,1,समशैेर,Samshaire
समसाद,5,समसाद,Samsad
समसी,1,समसी,Samsi
समसुउद्दीन,1,समसुउद्दीन,Samsuddin
समसुदिन,1,समसुदिन,Samsudin
समसुदीन,10,समसुदीन,Samasudeen
समसुदृदीन,8,समसुदृदीन,Samsudridin
समसुद्दीन,9,समसुद्दीन,Samsuddin
समसुद्धीन,1,समसुद्धीन,Samasuddhin
समसुधीन,1,समसुधीन,Samasudheen
समसुल,1,समसुल,Samsul
समसेर,1,समसेर,Samser
समाद,1,समाद,Samaad
समिन,1,समिन,Samin
समी,2,समी,Sami
समीउल्लाह,2,समीउल्लाह,Samiullah
समीद,9,समीद,Sameed
समीम,43,समीम,Sameem
समीर,4,समीर,Samir
सम्राट,1,सम्राट,Samrat
सम्सुद्दीन,1,सम्सुद्दीन,Samsuddin
सयादव,1,सयादव,Sayadav
सर,1,सर,Sar
सरअली,1,सरअली,Sarali
सरकार,1,सरकार,Sarkar
सरज,1,सरज,Saraj
सरताज,1,सरताज,Sartaj
सरदार,1,सरदार,Sardar
सरन,6,सरन,Saran
सरफराज,23,सरफराज,Sarfaraj
सरफ़राज,3,सरफ़राज,Sarfraz
सरफ़राज़,3,सरफ़राज़,Sarfraz
सरफी,1,सरफी,Sarfi
सरफुउद्दीन,1,सरफुउद्दीन,Sarfuuddin
सरफुदीन,6,सरफुदीन,Sarfudin
सरफुद्दीन,3,सरफुद्दीन,Sarafuddin
सरफुहउन,1,सरफुहउन,Sarafuhaun
सरफूदीन,1,सरफूदीन,Sarfudin
सरबर,3,सरबर,Sarbar
सरमा,9,सरमा,Sarma
सरमान,1,सरमान,Sarman
सरवर,14,सरवर,Saravar
सराज,13,सराज,Saraj
सराजउदीन,2,सराजउदीन,Sarajudeen
सराजउद्दीन,2,सराजउद्दीन,Sarajuddin
सराफत,2,सराफत,Sarafat
सरिफुद्दीन,1,सरिफुद्दीन,Sarifuddin
सरीक,1,सरीक,Sarik
सरीफ,7,सरीफ,Sarif
सरोज,2,सरोज,Saroj
सरोजिनी,1,सरोजिनी,Sarojini
सर्फउदीन,1,सर्फउदीन,Sarphaudin
सर्मा,2,सर्मा,Sarma
सर्वर,1,सर्वर,Sarver
सलम,1,सलम,Salam
सलाउदीन,6,सलाउदीन,Salaudin
सलाउद्दी,1,सलाउद्दी,Salauddi
सलाउद्दीन,29,सलाउद्दीन,Salauddin
सलाम,50,सलाम,Salaam
सलामत,6,सलामत,Salamat
सलामा,1,सलामा,Salama
सलालौदृदीन,1,सलालौदृदीन,Salaloudridin
सलाहउदीन,6,सलाहउदीन,Salahudin
सलाहउदृदीन,3,सलाहउदृदीन,Salahaudridin
सलाहउद्दीन,3,सलाहउद्दीन,Salahuddin
सलाहदृुदीन,1,सलाहदृुदीन,Salahadriudin
सलाहुदुदीन,3,सलाहुदुदीन,Salahududin
सलिम,2,सलिम,Salim
सली,1,सली,Sulley
सलीम,113,सलीम,Salim
सलीमउद्‌दीन,1,सलीमउद्दीन,Salimuddin
सलीमशाह,1,सलीमशाह,Salimshah
सलूल,1,सलूल,Salul
सलौदीन,1,सलौदीन,Salaudin
सल्हद,1,सल्हद,Salhad
सव,93,सव,Sav
सवण्कॉर,1,सवण्कॉर,Savankor
सवाव,1,सवाव,Savav
सविर,3,सविर,Savir
सवीर,4,सवीर,Savier
सव्वार,2,सव्वार,Savvar
ससिंह,2,ससिंह,Sasingh
सस्क्सैना,1,सस्क्सैना,Sasksaina
सस्व,1,सस्व,Sasv
सह,8,सह,Sah
सहः,1,सहः,Sahah
सहजदा,2,सहजदा,Sahajda
सहजहाँ,1,सहजहाँ,Sahajahan
सहजाद,8,सहजाद,Sahajad
सहनावाज,1,सहनावाज,Sahanawaj
सहनी,30,सहनी,Sahani
सहब,1,सहब,Sahab
सहबुद,1,सहबुद,Sahabud
सहबुल,1,सहबुल,Sahbul
सहमद,1,सहमद,Sahmad
सहराज,1,सहराज,Sahraj
सहरून,2,सहरून,Sahrun
सहरूम,1,सहरूम,Saharum
सहा,1,सहा,Saha
सहाउदीन,2,सहाउदीन,Sahaudin
सहादत,3,सहादत,Sahadat
सहाब,2,सहाब,Sahab
सहाबउऊदीन,1,सहाबउऊदीन,Sahabuudin
सहाबुदीन,1,सहाबुदीन,Sahabudin
सहाबुद्दीन,3,सहाबुद्दीन,Sahabuddin
सहाबूदीन,3,सहाबूदीन,Sahabudin
सहाय,5,सहाय,Sahay
सहावउदीन,1,सहावउदीन,Sahavaudin
सहावुदीन,1,सहावुदीन,Sahavudeen
सहिद,1,सहिद,Sahid
सहिद',1,सहिद,Sahid
सहिम,1,सहिम,Sahim
सही,1,सही,Sahi
सहीद,3,सहीद,Saheed
सहीम,1,सहीम,Saheem
सहीमउदीन,1,सहीमउदीन,Saheemaudeen
सहुद,2,सहुद,Sahud
सहुलजान,1,सहुलजान,Sahuljan
सहूद,4,सहूद,Sahood
सहे,1,सहे,Sahe
सहेल,1,सहेल,Sahel
सहोब,1,सहोब,Sahob
साँ,1,साँ,Saan
सांझा,1,सांझा,Sanjha
सांय,1,सांय,Sany
साई,2,साई,Sai
साईं,3,साईं,Sain
साईज,1,साईज,Size
साईद,1,साईद,Sayeed
साएक,1,साएक,Saek
साकिव,1,साकिव,Sakiv
सागर,7,सागर,Sagar
सागिर,4,सागिर,Sagir
सागीर,3,सागीर,Sagir
साजिद,21,साजिद,Sajid
साजीद,4,साजीद,Sajeed
सादात,1,सादात,Sadat
सादिक,10,सादिक,Sadiq
साधू,1,साधू,Sadhu
सानु,1,सानु,Sanu
साफिर,1,साफिर,Safir
साफीक,1,साफीक,Safik
साफो,1,साफो,Sapho
साब,2,साब,Saab
साबरी,1,साबरी,Sabri
साबित,1,साबित,Sabit
साबिर,40,साबिर,Sabir
साबीर,23,साबीर,Sabir
साब्बीर,1,साब्बीर,Sabbir
सामी,1,सामी,Sami
सामीर,1,सामीर,Samir
साय,2,साय,Say
सालहउदृदीन,1,सालहउदृदीन,Salhaudridin
सालिक,1,सालिक,Salik
सालिम,2,सालिम,Salim
साव,11320,साव,Sav
सावउ,1,सावउ,Savau
सावच,1,सावच,Savach
सावस्त्री,2,सावस्त्री,Savastri
सावा,1,सावा,Sava
साविर,17,साविर,Savir
सावीर,16,सावीर,Savir
सावृ,2,सावृ,Savri
साव्‌,1,साव्,Sav
सास,1,सास,Sas
सास्त्री,1,सास्त्री,Sastri
साह,235,साह,Sah
साह.,35,साह,Sah
साहनवाज,1,साहनवाज,Sahanwaj
साहनी,10,साहनी,Sahani
साहब,4,साहब,Sahab
साहबउद्दीन,1,साहबउद्दीन,Sahabuddin
साहय,1,साहय,Sahay
साहव,3,साहव,Sahav
साहवीन,1,साहवीन,Sahaveen
साहा,4,साहा,Saha
साहिद,3,साहिद,Sahid
साहिन,1,साहिन,Sahin
साहिल,2,साहिल,Sahil
साहीद,1,साहीद,Saheed
साहु,34,साहु,Sahu
साहुए,1,साहुए,Sahue
साहू,36,साहू,Sahu
साहेब,3,साहेब,Saheb
साहैब,1,साहैब,Sahaib
साहैव,1,साहैव,Sahaiva
सिं,1,सिं,Sin
सिंग,104,सिंग,Sing
सिंगाह,1,सिंगाह,Singah
सिंघ,15,सिंघ,Singh
सिंघल,3,सिंघल,Singhal
सिंघह,1,सिंघह,Singhah
सिंच,1,सिंच,Synch
सिंदुरिया,7,सिंदुरिया,Sinduria
सिंनहा,1,सिंनहा,Sinnha
सिंन्घल,1,सिंन्घल,Singal
सिंन्हा,7,सिंन्हा,Sinnha
सिंह,27619,सिंह,Singh
सिंह',3,सिंह,Singh
सिंह],1,सिंह,Singh
सिंहा,35,सिंहा,Sinha
सिंहि,2,सिंहि,Simhi
सिंही,1,सिंही,Sinhi
सिकंदर,12,सिकंदर,Sikandar
सिकन्दर,15,सिकन्दर,Sikandar
सिकी,1,सिकी,Siki
सिटौ,1,सिटौ,Sitou
सितंह,1,सितंह,Sitanh
सिताब,1,सिताब,Sitab
सिदकी,4,सिदकी,Sidki
सिदिकी,12,सिदिकी,Sidiki
सिदृदकी,2,सिदृदकी,Sidridki
सिद्की,2,सिद्की,Sidki
सिद्दकी,3,सिद्दकी,Siddki
सिद्दक्र,2,सिद्दक्र,Siddakr
सिद्दगी,1,सिद्दगी,Siddgi
सिद्दिकी,1,सिद्दिकी,Siddiqui
सिद्दीक,5,सिद्दीक,Siddiq
सिद्दीक़,1,सिद्दीक़,Siddique
सिद्दीकी,10,सिद्दीकी,Siddiqui
सिद्धकी,3,सिद्धकी,Siddhakee
सिद्धार्थ,1,सिद्धार्थ,Siddharth
सिद्धिक,1,सिद्धिक,Siddhik
सिद्धिकी,4,सिद्धिकी,Siddhiki
सिद्धीक,2,सिद्धीक,Siddheek
सिद्धीकी,7,सिद्धीकी,Siddheekee
सिनघ,1,सिनघ,Sinagh
सिनह,2,सिनह,Sinah
सिनहा,24,सिनहा,Sinha
सिन्घ,1,सिन्घ,Singh
सिन्ह,3,सिन्ह,Sinh
सिन्हा,274,सिन्हा,Sinha
सिन्हुघ,1,सिन्हुघ,Sinhugh
सिन्‍्हया,1,सिन््हया,Sinhya
सिब्य,1,सिब्य,Sibya
सिमह,1,सिमह,Simah
सिया,1,सिया,Siya
सिरजूउद्दीन,1,सिरजूउद्दीन,Sirajuuddin
सिराज,2,सिराज,Siraj
